"Problem","Package","File","Priority","Line","Description","Rule set","Rule"
"1626","org.jeecgframework.core.util","src/org/jeecgframework/core/util/IdcardUtils.java","5","200","Found 'DU'-anomaly for variable 'code18' (lines '200'-'217').","Controversial Rules","DataflowAnomalyAnalysis"
"1627","org.jeecgframework.core.util","src/org/jeecgframework/core/util/IdcardUtils.java","3","209","Deeply nested if..then statements are hard to read","Design Rules","AvoidDeeplyNestedIfStmts"
"1628","org.jeecgframework.core.util","src/org/jeecgframework/core/util/IdcardUtils.java","3","209","These nested if statements could be combined","Basic Rules","CollapsibleIfStatements"
"1629","org.jeecgframework.core.util","src/org/jeecgframework/core/util/IdcardUtils.java","3","226","Parameter 'idCard' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"1630","org.jeecgframework.core.util","src/org/jeecgframework/core/util/IdcardUtils.java","5","236","Found 'DD'-anomaly for variable 'birthDate' (lines '236'-'238').","Controversial Rules","DataflowAnomalyAnalysis"
"1631","org.jeecgframework.core.util","src/org/jeecgframework/core/util/IdcardUtils.java","3","238","When instantiating a SimpleDateFormat object, specify a Locale","Design Rules","SimpleDateFormatNeedsLocale"
"1632","org.jeecgframework.core.util","src/org/jeecgframework/core/util/IdcardUtils.java","3","240","Avoid printStackTrace(); use a logger call instead.","Java Logging Rules","AvoidPrintStackTrace"
"1633","org.jeecgframework.core.util","src/org/jeecgframework/core/util/IdcardUtils.java","3","243","Avoid using if statements without curly braces","Braces Rules","IfStmtsMustUseBraces"
"1634","org.jeecgframework.core.util","src/org/jeecgframework/core/util/IdcardUtils.java","3","265","Parameter 'idCard' is not assigned and could be declared final","Optimization Rules","MethodArgumentCouldBeFinal"
"1635","org.jeecgframework.core.util","src/org/jeecgframework/core/util/IdcardUtils.java","3","265","The method 'validateIdCard10' has a Cyclomatic Complexity of 11.","Code Size Rules","CyclomaticComplexity"
"1636","org.jeecgframework.core.util","src/org/jeecgframework/core/util/IdcardUtils.java","5","266","Found 'DD'-anomaly for variable 'info' (lines '266'-'272').","Controversial Rules","DataflowAnomalyAnalysis"
"1637","org.jeecgframework.core.util","src/org/jeecgframework/core/util/IdcardUtils.java","5","266","Found 'DD'-anomaly for variable 'info' (lines '266'-'289').","Controversial Rules","DataflowAnomalyAnalysis"
"1638","org.jeecgframework.core.util","src/org/jeecgframework/core/util/IdcardUtils.java","5","266","Found 'DD'-anomaly for variable 'info' (lines '266'-'293').","Controversial Rules","DataflowAnomalyAnalysis"
"1639","org.jeecgframework.core.util","src/org/jeecgframework/core/util/IdcardUtils.java","5","266","Found 'DU'-anomaly for variable 'info' (lines '266'-'300').","Controversial Rules","DataflowAnomalyAnalysis"
"1640","org.jeecgframework.core.util","src/org/jeecgframework/core/util/IdcardUtils.java","5","272","Found 'DD'-anomaly for variable 'info' (lines '272'-'276').","Controversial Rules","DataflowAnomalyAnalysis"
"1641","org.jeecgframework.core.util","src/org/jeecgframework/core/util/IdcardUtils.java","5","272","Found 'DD'-anomaly for variable 'info' (lines '272'-'279').","Controversial Rules","DataflowAnomalyAnalysis"
"1642","org.jeecgframework.core.util","src/org/jeecgframework/core/util/IdcardUtils.java","5","272","Found 'DD'-anomaly for variable 'info' (lines '272'-'282').","Controversial Rules","DataflowAnomalyAnalysis"
"1643","org.jeecgframework.core.util","src/org/jeecgframework/core/util/IdcardUtils.java","3","275","Position literals first in String comparisons","Design Rules","PositionLiteralsFirstInComparisons"
"1644","org.jeecgframework.core.util","src/org/jeecgframework/core/util/IdcardUtils.java","5","276","Found 'DD'-anomaly for variable 'info' (lines '276'-'287').","Controversial Rules","DataflowAnomalyAnalysis"
"1645","org.jeecgframework.core.util","src/org/jeecgframework/core/util/IdcardUtils.java","3","278","Position literals first in String comparisons","Design Rules","PositionLiteralsFirstInComparisons"
"1646","org.jeecgframework.core.util","src/org/jeecgframework/core/util/IdcardUtils.java","5","279","Found 'DD'-anomaly for variable 'info' (lines '279'-'287').","Controversial Rules","DataflowAnomalyAnalysis"
"1647","org.jeecgframework.core.util","src/org/jeecgframework/core/util/IdcardUtils.java","5","282","Found 'DD'-anomaly for variable 'info' (lines '282'-'283').","Controversial Rules","DataflowAnomalyAnalysis"
"1648","org.jeecgframework.core.util","src/org/jeecgframework/core/util/IdcardUtils.java","5","289","Found 'DD'-anomaly for variable 'info' (lines '289'-'290').","Controversial Rules","DataflowAnomalyAnalysis"
"1649","org.jeecgframework.core.util","src/org/jeecgframework/core/util/IdcardUtils.java","5","293","Found 'DD'-anomaly for variable 'info' (lines '293'-'294').","Controversial Rules","DataflowAnomalyAnalysis"
"1650","org.jeecgframework.core.util","src/org/jeecgframework/core/util/IdcardUtils.java","5","294","Found 'DD'-anomaly for variable 'info' (lines '294'-'295').","Controversial Rules","DataflowAnomalyAnalysis"
"1651","org.jeecgframework.core.util","src/org/jeecgframework/core/util/IdcardUtils.java","5","314","Found 'DD'-anomaly for variable 'sum' (lines '314'-'318').","Controversial Rules","DataflowAnomalyAnalysis"
"1652","org.jeecgframework.core.util","src/org/jeecgframework/core/util/IdcardUtils.java","5","316","Found 'DU'-anomaly for variable 'iflag' (lines '316'-'322').","Controversial Rules","DataflowAnomalyAnalysis"
"1653","org.jeecgframework.core.util","src/org/jeecgframework/core/util/IdcardUtils.java","3","318","Do not add empty strings","Optimization Rules","AddEmptyString"
"1654","org.jeecgframework.core.util","src/org/jeecgframework/core/util/IdcardUtils.java","5","319","Found 'DU'-anomaly for variable 'iflag' (lines '319'-'322').","Controversial Rules","DataflowAnomalyAnalysis"
"1655","org.jeecgframework.core.util","src/org/jeecgframework/core/util/IdcardUtils.java","5","339","Found 'DD'-anomaly for variable 'sum' (lines '339'-'341').","Controversial Rules","DataflowAnomalyAnalysis"
"1656","org.jeecgframework.core.util","src/org/jeecgframework/core/util/IdcardUtils.java","5","339","Found 'DD'-anomaly for variable 'sum' (lines '339'-'345').","Controversial Rules","DataflowAnomalyAnalysis"
"1657","org.jeecgframework.core.util","src/org/jeecgframework/core/util/IdcardUtils.java","5","341","Found 'DD'-anomaly for variable 'sum' (lines '341'-'352').","Controversial Rules","DataflowAnomalyAnalysis"
"1658","org.jeecgframework.core.util","src/org/jeecgframework/core/util/IdcardUtils.java","5","341","Found 'DD'-anomaly for variable 'sum' (lines '341'-'356').","Controversial Rules","DataflowAnomalyAnalysis"
"1659","org.jeecgframework.core.util","src/org/jeecgframework/core/util/IdcardUtils.java","5","341","Found 'DD'-anomaly for variable 'sum' (lines '341'-'358').","Controversial Rules","DataflowAnomalyAnalysis"
"1660","org.jeecgframework.core.util","src/org/jeecgframework/core/util/IdcardUtils.java","5","345","Found 'DD'-anomaly for variable 'sum' (lines '345'-'352').","Controversial Rules","DataflowAnomalyAnalysis"
"1661","org.jeecgframework.core.util","src/org/jeecgframework/core/util/IdcardUtils.java","5","345","Found 'DD'-anomaly for variable 'sum' (lines '345'-'356').","Controversial Rules","DataflowAnomalyAnalysis"
"1662","org.jeecgframework.core.util","src/org/jeecgframework/core/util/IdcardUtils.java","5","345","Found 'DD'-anomaly for variable 'sum' (lines '345'-'358').","Controversial Rules","DataflowAnomalyAnalysis"
"1663","org.jeecgframework.core.util","src/org/jeecgframework/core/util/IdcardUtils.java","5","350","Found 'DU'-anomaly for variable 'iflag' (lines '350'-'361').","Controversial Rules","DataflowAnomalyAnalysis"
"1664","org.jeecgframework.core.util","src/org/jeecgframework/core/util/IdcardUtils.java","3","352","Do not add empty strings","Optimization Rules","AddEmptyString"
"1665","org.jeecgframework.core.util","src/org/jeecgframework/core/util/IdcardUtils.java","5","353","Found 'DU'-anomaly for variable 'iflag' (lines '353'-'361').","Controversial Rules","DataflowAnomalyAnalysis"
"1666","org.jeecgframework.core.util","src/org/jeecgframework/core/util/IdcardUtils.java","3","355","Using equalsIgnoreCase() is cleaner than using toUpperCase/toLowerCase().equals().","String and StringBuffer Rules","UnnecessaryCaseChange"
"1667","org.jeecgframework.core.util","src/org/jeecgframework/core/util/IdcardUtils.java","3","355","When doing a String.toLowerCase()/toUpperCase() call, use a Locale","Design Rules","UseLocaleWithCaseConversions"
"1668","org.jeecgframework.core.util","src/org/jeecgframework/core/util/IdcardUtils.java","3","370","Avoid variables with short names like ca","Naming Rules","ShortVariable"
"1669","org.jeecgframework.core.util","src/org/jeecgframework/core/util/IdcardUtils.java","5","372","Found 'DD'-anomaly for variable 'iArr' (lines '372'-'375').","Controversial Rules","DataflowAnomalyAnalysis"
"1670","org.jeecgframework.core.util","src/org/jeecgframework/core/util/IdcardUtils.java","5","375","Found 'DD'-anomaly for variable 'iArr' (lines '375'-'375').","Controversial Rules","DataflowAnomalyAnalysis"
"1671","org.jeecgframework.core.util","src/org/jeecgframework/core/util/IdcardUtils.java","3","378","Avoid printStackTrace(); use a logger call instead.","Java Logging Rules","AvoidPrintStackTrace"
"1672","org.jeecgframework.core.util","src/org/jeecgframework/core/util/IdcardUtils.java","5","390","Found 'DD'-anomaly for variable 'iSum' (lines '390'-'395').","Controversial Rules","DataflowAnomalyAnalysis"
"1673","org.jeecgframework.core.util","src/org/jeecgframework/core/util/IdcardUtils.java","3","409","The method 'getCheckCode18' has a Cyclomatic Complexity of 12.","Code Size Rules","CyclomaticComplexity"
"1674","org.jeecgframework.core.util","src/org/jeecgframework/core/util/IdcardUtils.java","5","410","Found 'DD'-anomaly for variable 'sCode' (lines '410'-'413').","Controversial Rules","DataflowAnomalyAnalysis"
"1675","org.jeecgframework.core.util","src/org/jeecgframework/core/util/IdcardUtils.java","5","410","Found 'DD'-anomaly for variable 'sCode' (lines '410'-'416').","Controversial Rules","DataflowAnomalyAnalysis"
"1676","org.jeecgframework.core.util","src/org/jeecgframework/core/util/IdcardUtils.java","5","410","Found 'DD'-anomaly for variable 'sCode' (lines '410'-'419').","Controversial Rules","DataflowAnomalyAnalysis"
"1677","org.jeecgframework.core.util","src/org/jeecgframework/core/util/IdcardUtils.java","5","410","Found 'DD'-anomaly for variable 'sCode' (lines '410'-'422').","Controversial Rules","DataflowAnomalyAnalysis"
"1678","org.jeecgframework.core.util","src/org/jeecgframework/core/util/IdcardUtils.java","5","410","Found 'DD'-anomaly for variable 'sCode' (lines '410'-'425').","Controversial Rules","DataflowAnomalyAnalysis"
"1679","org.jeecgframework.core.util","src/org/jeecgframework/core/util/IdcardUtils.java","5","410","Found 'DD'-anomaly for variable 'sCode' (lines '410'-'428').","Controversial Rules","DataflowAnomalyAnalysis"
"1680","org.jeecgframework.core.util","src/org/jeecgframework/core/util/IdcardUtils.java","5","410","Found 'DD'-anomaly for variable 'sCode' (lines '410'-'431').","Controversial Rules","DataflowAnomalyAnalysis"
"1681","org.jeecgframework.core.util","src/org/jeecgframework/core/util/IdcardUtils.java","5","410","Found 'DD'-anomaly for variable 'sCode' (lines '410'-'434').","Controversial Rules","DataflowAnomalyAnalysis"
"1682","org.jeecgframework.core.util","src/org/jeecgframework/core/util/IdcardUtils.java","5","410","Found 'DD'-anomaly for variable 'sCode' (lines '410'-'437').","Controversial Rules","DataflowAnomalyAnalysis"
"1683","org.jeecgframework.core.util","src/org/jeecgframework/core/util/IdcardUtils.java","5","410","Found 'DD'-anomaly for variable 'sCode' (lines '410'-'440').","Controversial Rules","DataflowAnomalyAnalysis"
